,ID_CLIENT,ORIGINE_LEAD,SOURCE_LEAD,NIVEAU_LEAD,QUALITE_LEAD,CONTACT_PAR_MAIL,CONTACT_PAR_TELEPHONE,STATUT_ACTUEL,CONVERTI,NB_VISITES,DUREE_SUR_SITEWEB,NB_PAGES_VUES_PAR_VISITE,DERNIERE_ACTIVITE,DERNIERE_ACTIVITE_NOTABLE,PAYS,VILLE,SPECIALISATION,TAGS,INDEX_ACTIVITE,INDEX_PROFIL,SCORE_ACTIVITE,SCORE_PROFIL,ANNONCE_VUE,MAGAZINE,ARTICLE_JOURNAL,FORUM,JOURNAUX,PUB_DIGITALE,RECOMMANDATION,Comment avez-vous entendu parler de nous ?,Souhaites-tu recevoir plus d'infos sur notre cours ?,Souhaites-tu recevoir des mises à jour sur nos programmes ?,Souhaites-tu recevoir des mises à jour par message privé ?,Souhaites-tu payer par chèque ?,Souhaites-tu recevoir une copie de notre livre blanc ?,PREDICTED_PROBABILITY,PREDICTION
10,589639,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,2.0,702,2.0,Email ouvert,Email ouvert,India,Autres villes de Maharashtra,Marketing Management,Intéressé par d'autres cours,Moyen,Elevé,13.0,17.0,Non,Non,Non,Non,Non,Non,Non,Réseaux sociaux,Non,Non,Non,Non,Non,0.028936848366656633,0
11,634823,API,Google,,,Non,Non,,0,3.0,344,1.0,Email ouvert,Modifié,India,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.03189085331415241,0
12,631429,Soumission landing page,Direct Traffic,,,Non,Non,,0,4.0,44,4.0,Email ouvert,Email ouvert,India,Mumbai,IT Projects Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Oui,0.0603428595852695,0
13,656852,API,Olark Chat,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Select,Titulaire d'un diplôme (non éligible),Faible,Moyen,12.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07307185622589857,0
14,620633,Soumission landing page,Direct Traffic,,,Oui,Non,Etudiant,0,1.0,496,1.0,Email rejeté,Modifié,India,Mumbai,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.016173267217173513,0
15,591219,Soumission landing page,Direct Traffic,Etudiant d'une certaine école,Pas du tout pertinent,Oui,Non,Sans emploi,0,1.0,345,1.0,Email rejeté,Modifié,India,Thane et sa périphérie,Services Excellence,Déjà un étudiant,Moyen,Moyen,15.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.041831703956676417,0
16,616183,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,2.0,1014,2.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Finance Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.05290274176385316,0
17,653879,Soumission landing page,Google,Lead potentiel,Pourrait être pertinent,Non,Non,Sans emploi,1,7.0,472,1.75,Formulaire soumis sur le site,Modifié,India,Mumbai,Human Resource Management,Reviendra après avoir lu le courriel,Moyen,Elevé,14.0,20.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Oui,0.9207106046217804,1
18,606850,Soumission landing page,Organic Search,Select,Pas sur,Non,Non,Sans emploi,1,5.0,1132,5.0,SMS envoyé,SMS envoyé,India,Mumbai,Finance Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9524787229728973,1
19,608175,Soumission landing page,Organic Search,,,Non,Non,,0,3.0,215,3.0,Converti en lead,Modifié,India,Autres villes de Maharashtra,Travel and Tourism,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.021211508856889674,0
20,584032,Soumission landing page,Direct Traffic,Lead potentiel,,Non,Non,Sans emploi,0,2.0,389,2.0,Email ouvert,Email ouvert,India,Autres villes de Maharashtra,Supply Chain Management,Appelé,Moyen,Elevé,13.0,19.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.023241860660434904,0
21,632926,Formulaire Lead Add,Reference,Lead potentiel,Très pertinent,Non,Non,Professionnel en activité,1,,1010,,,Modifié,,Select,Operations Management,Fermé,Moyen,Elevé,14.0,19.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9652695440534287,1
22,654189,Importation de lead,Facebook,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Email ouvert,,Mumbai,International Business,Reviendra après avoir lu le courriel,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207912792432857,1
23,597966,API,Google,Select,,Non,Non,Sans emploi,0,3.0,320,3.0,Conversation Chat,Modifié,,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.028319875823777412,0
24,582124,API,Olark Chat,Lead potentiel,,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Select,Déjà un étudiant,Elevé,Moyen,17.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.0703179661470378,0
25,587495,Soumission landing page,Google,,,Non,Non,,1,3.0,1391,3.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Finance Management,,Moyen,Elevé,13.0,17.0,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.949284874358869,1
26,590478,Soumission landing page,Direct Traffic,Etudiant d'une certaine école,Pas du tout pertinent,Non,Non,Sans emploi,0,1.0,281,1.0,Converti en lead,Modifié,India,Autres villes de Maharashtra,Human Resource Management,Déjà un étudiant,Elevé,Elevé,16.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.05580092245019255,0
27,655375,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,3.0,267,3.0,SMS envoyé,Modifié,India,Thane et sa périphérie,Finance Management,Reviendra après avoir lu le courriel,Moyen,Elevé,15.0,17.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.922270788000214,1
28,659875,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,1.0,157,1.0,Converti en lead,Modifié,India,Autres villes de Maharashtra,Hospitality Management,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,14.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.9207397892642668,1
29,646673,Soumission landing page,Direct Traffic,Select,,Non,Non,Sans emploi,0,2.0,1497,2.0,SMS envoyé,Modifié,India,Autres villes,Finance Management,Appelé,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.07288353644769512,0
30,655011,API,Referral Sites,Select,,Non,Non,Sans emploi,0,11.0,101,5.5,Email ouvert,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,15.0,13.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.036812588047716865,0
31,644111,API,Organic Search,,,Non,Non,,0,2.0,1978,2.0,SMS envoyé,Modifié,India,,,,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.6883615421855134,1
32,579701,Soumission landing page,Google,Lead potentiel,,Non,Non,Sans emploi,0,2.0,870,2.0,Email ouvert,Email ouvert,India,Mumbai,Human Resource Management,Reviendra après avoir lu le courriel,Moyen,Elevé,13.0,20.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9094728870949604,1
33,613809,Soumission landing page,Google,Autre leads,Pas sur,Non,Non,Sans emploi,0,6.0,324,3.0,Email ouvert,Email ouvert,India,Mumbai,"Banking, Investment And Insurance",,,,,,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.016085361798432913,0
34,632374,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Professionnel en activité,1,4.0,1655,1.33,SMS envoyé,SMS envoyé,India,Mumbai,Business Administration,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.934574307605916,1
35,594366,API,Google,,,Non,Non,,1,4.0,699,4.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,IT Projects Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.3840112145834539,0
36,587384,Formulaire Lead Add,Reference,Select,,Oui,Non,Sans emploi,0,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,Appelé,Moyen,Elevé,13.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07304598437753201,0
37,605767,Soumission landing page,Direct Traffic,,,Non,Non,,1,8.0,1594,2.67,SMS envoyé,SMS envoyé,India,Autres villes métropolitaines,Human Resource Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Oui,0.9154619748953078,1
38,603154,API,Direct Traffic,Select,,Non,Non,Sans emploi,0,3.0,34,3.0,Email ouvert,Email ouvert,India,Mumbai,Business Administration,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.03963689547918287,0
39,644286,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,6.0,101,6.0,Page visitée sur le site,Page visitée sur le site,India,Mumbai,"Banking, Investment And Insurance",Appelé,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.06835069677234006,0
40,592772,API,Organic Search,Autre leads,Peu pertinent,Non,Non,Sans emploi,1,13.0,424,4.33,Email ouvert,Email ouvert,India,Autres villes,Human Resource Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9228216474141926,1
41,584219,API,Google,,,Non,Non,,0,1.0,360,1.0,Converti en lead,Modifié,India,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.014779406817932019,0
42,589439,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1319,4.0,Email ouvert,Modifié,India,Mumbai,Business Administration,,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.7650335278129056,1
43,621352,Soumission landing page,Direct Traffic,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,3.0,950,3.0,Email ouvert,Modifié,India,Mumbai,Human Resource Management,Perdu au profit d'un concurrent,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9249117769722639,1
44,657148,API,Organic Search,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,3.0,117,3.0,Conversation Chat,Modifié,India,Select,Select,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9238327904340263,1
45,644225,API,Google,,,Non,Non,,0,6.0,481,6.0,Email ouvert,Modifié,India,,,Intéressé par d'autres cours,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.02371070299970786,0
46,633239,API,Google,Select,,Non,Non,Sans emploi,1,2.0,1001,1.0,Email ouvert,Email ouvert,India,Select,Select,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.4521461950678067,0
47,610270,Soumission landing page,Direct Traffic,,,Oui,Non,,0,1.0,322,1.0,Email rejeté,Modifié,India,Mumbai,IT Projects Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.015745411899183725,0
48,587944,Formulaire Lead Add,Welingak Website,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Email ouvert,,Mumbai,Finance Management,Fermé,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207659746753992,1
49,634758,API,Google,,,Non,Non,,0,2.0,889,2.0,Email ouvert,Modifié,India,,,Intéressé par d'autres cours,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.035994749328726545,0
50,625850,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1023,1.33,Email ouvert,Modifié,India,Autres villes,Marketing Management,Perdu au profit d'un concurrent,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9428971509732965,1
51,614071,API,Olark Chat,Autre leads,Pas sur,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Finance Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.06573414619304895,0
52,586820,Soumission landing page,Direct Traffic,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,2.0,351,2.0,Email ouvert,Modifié,India,Mumbai,"Banking, Investment And Insurance",Déjà un étudiant,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.05009715526565679,0
53,643215,API,Google,Select,,Non,Non,Sans emploi,1,3.0,1213,1.5,Email ouvert,Email ouvert,India,Select,Select,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.69123133615017,1
54,626333,Soumission landing page,Google,Etudiant d'une certaine école,Pas du tout pertinent,Non,Non,Sans emploi,0,6.0,1904,6.0,Email ouvert,Email ouvert,India,Mumbai,International Business,Déjà un étudiant,,,,,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.07305164526951713,0
55,585266,Soumission landing page,Direct Traffic,Select,Pas du tout pertinent,Oui,Non,Sans emploi,0,2.0,131,2.0,SMS envoyé,SMS envoyé,India,Villes de niveau II,Travel and Tourism,Numéro invalide,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.05969511160484142,0
56,630701,API,Organic Search,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,8.0,58,2.67,Email ouvert,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,13.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.05956273485400171,0
57,583118,API,Olark Chat,Lead potentiel,Pas sur,Non,Non,Sans emploi,0,0.0,0,0.0,Email ouvert,Email ouvert,,Select,Select,Diplôme en cours,Faible,Moyen,12.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.04713286866765383,0
58,630695,Soumission landing page,Google,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,6.0,1234,2.0,Email ouvert,Email ouvert,India,Autres villes,Human Resource Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.9215025884338325,1
59,601352,API,Direct Traffic,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,5.0,35,1.25,Email ouvert,Email ouvert,,Autres villes,Select,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9208113617913711,1
60,603626,API,Google,,,Non,Non,,0,3.0,362,1.5,Email ouvert,Modifié,unknown,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.03263525613512781,0
61,616130,API,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,3.0,1490,3.0,SMS envoyé,SMS envoyé,India,Select,Select,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9374563929353084,1
62,582730,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
63,591832,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
64,598730,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,3.0,338,3.0,Email ouvert,Email ouvert,India,Mumbai,Human Resource Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Sources diverses,Non,Non,Non,Non,Non,0.023516664783105694,0
65,590668,Soumission landing page,Google,Select,,Non,Non,Sans emploi,1,5.0,1280,5.0,SMS envoyé,SMS envoyé,India,Mumbai,IT Projects Management,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9507773977883587,1
66,635794,API,Olark Chat,,,Non,Non,,1,11.0,788,1.57,Email ouvert,Email ouvert,India,Autres villes,Healthcare Management,,Elevé,Faible,16.0,11.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.1881305778378295,0
67,637839,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Conversation Chat,Conversation Chat,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07307185622589857,0
68,621746,API,Organic Search,Select,,Non,Non,Sans emploi,0,3.0,206,1.5,Converti en lead,Modifié,India,Select,Select,Appelé,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.02714905848486667,0
69,607643,Soumission landing page,Organic Search,,,Non,Non,,0,7.0,1087,7.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Operations Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9169675420674018,1
70,597646,Soumission landing page,Direct Traffic,,,Oui,Non,,0,1.0,384,1.0,Email rejeté,Modifié,India,Mumbai,Human Resource Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.014918654877097348,0
71,626897,Soumission landing page,Direct Traffic,,,Non,Non,,0,5.0,1417,5.0,Email ouvert,Email ouvert,India,Mumbai,Finance Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.8119255961058814,1
72,627833,Soumission landing page,Direct Traffic,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,4.0,1495,4.0,Email ouvert,Email ouvert,India,Mumbai,Marketing Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9274394397978272,1
73,599452,Formulaire Lead Add,Reference,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,,1796,,,Modifié,,Mumbai,Finance Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9298472239759596,1
74,596425,API,Organic Search,Select,Pas sur,Non,Non,Sans emploi,1,3.0,1508,3.0,SMS envoyé,SMS envoyé,India,Select,Select,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.0659813364136955,0
75,589162,Soumission landing page,Google,Select,Pas du tout pertinent,Non,Non,Sans emploi,0,3.0,239,3.0,Email ouvert,Email ouvert,India,Mumbai,Media and Advertising,Intéressé par un MBA full-time,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.04593392590039092,0
76,628225,API,Organic Search,,,Non,Non,,0,6.0,211,6.0,Page visitée sur le site,Page visitée sur le site,India,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.028017485467303316,0
77,592664,API,Google,Select,,Non,Non,Sans emploi,0,2.0,291,1.0,Email ouvert,Email ouvert,India,Select,Select,,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.030997200716079504,0
78,627438,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,5.0,576,5.0,SMS envoyé,SMS envoyé,India,Autres villes de Maharashtra,IT Projects Management,Occupé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.07307842934663894,0
79,630437,API,Olark Chat,Select,,Non,Non,Sans emploi,1,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207222860500742,1
80,660361,API,Referral Sites,Select,Peu pertinent,Non,Non,Sans emploi,0,4.0,223,2.0,Page visitée sur le site,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,15.0,13.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.05938559026461801,0
81,582193,API,Olark Chat,Lead potentiel,,Non,Non,Sans emploi,0,0.0,0,0.0,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.060797059901869704,0
82,610383,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,3.0,952,3.0,SMS envoyé,SMS envoyé,United States,Mumbai,Finance Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.07077084250629116,0
83,601227,API,Organic Search,Select,,Non,Non,Sans emploi,1,12.0,249,1.71,Email ouvert,Email ouvert,India,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.03164634328164024,0
84,593083,Soumission landing page,Direct Traffic,Select,Pas sur,Non,Non,Sans emploi,0,3.0,979,1.5,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Operations Management,Mauvais numéro,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.10788785114307799,0
85,609372,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1445,4.0,SMS envoyé,SMS envoyé,India,Mumbai,Healthcare Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.9445722605569428,1
86,656875,API,Google,Select,,Non,Non,Sans emploi,0,3.0,445,3.0,A cliqué sur le lien dans le mail,Modifié,India,Select,Select,Appelé,Faible,Moyen,12.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.022448325844220095,0
87,591423,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,,,,,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07309152487339536,0
88,629507,API,Google,Select,,Non,Non,Sans emploi,1,2.0,777,1.0,SMS envoyé,SMS envoyé,India,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.5363948927188241,1
