,ID_CLIENT,ORIGINE_LEAD,SOURCE_LEAD,NIVEAU_LEAD,QUALITE_LEAD,CONTACT_PAR_MAIL,CONTACT_PAR_TELEPHONE,STATUT_ACTUEL,CONVERTI,NB_VISITES,DUREE_SUR_SITEWEB,NB_PAGES_VUES_PAR_VISITE,DERNIERE_ACTIVITE,DERNIERE_ACTIVITE_NOTABLE,PAYS,VILLE,SPECIALISATION,TAGS,INDEX_ACTIVITE,INDEX_PROFIL,SCORE_ACTIVITE,SCORE_PROFIL,ANNONCE_VUE,MAGAZINE,ARTICLE_JOURNAL,FORUM,JOURNAUX,PUB_DIGITALE,RECOMMANDATION,Comment avez-vous entendu parler de nous ?,Souhaites-tu recevoir plus d'infos sur notre cours ?,Souhaites-tu recevoir des mises à jour sur nos programmes ?,Souhaites-tu recevoir des mises à jour par message privé ?,Souhaites-tu payer par chèque ?,Souhaites-tu recevoir une copie de notre livre blanc ?,PREDICTED_PROBABILITY,PREDICTION
38,603154,API,Direct Traffic,Select,,Non,Non,Sans emploi,0,3.0,34,3.0,Email ouvert,Email ouvert,India,Mumbai,Business Administration,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.01470108177089155,0
39,644286,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,6.0,101,6.0,Page visitée sur le site,Page visitée sur le site,India,Mumbai,"Banking, Investment And Insurance",Appelé,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.012712690816458363,0
40,592772,API,Organic Search,Autre leads,Peu pertinent,Non,Non,Sans emploi,1,13.0,424,4.33,Email ouvert,Email ouvert,India,Autres villes,Human Resource Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9229794694481236,1
41,584219,API,Google,,,Non,Non,,0,1.0,360,1.0,Converti en lead,Modifié,India,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.03311746713339798,0
42,589439,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1319,4.0,Email ouvert,Modifié,India,Mumbai,Business Administration,,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.4383145954420331,0
43,621352,Soumission landing page,Direct Traffic,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,3.0,950,3.0,Email ouvert,Modifié,India,Mumbai,Human Resource Management,Perdu au profit d'un concurrent,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9506598694338887,1
44,657148,API,Organic Search,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,3.0,117,3.0,Conversation Chat,Modifié,India,Select,Select,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.8396965039728627,1
45,644225,API,Google,,,Non,Non,,0,6.0,481,6.0,Email ouvert,Modifié,India,,,Intéressé par d'autres cours,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.02320736455217156,0
46,633239,API,Google,Select,,Non,Non,Sans emploi,1,2.0,1001,1.0,Email ouvert,Email ouvert,India,Select,Select,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.4383145954420331,0
47,610270,Soumission landing page,Direct Traffic,,,Oui,Non,,0,1.0,322,1.0,Email rejeté,Modifié,India,Mumbai,IT Projects Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.022435613127028305,0
48,587944,Formulaire Lead Add,Welingak Website,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Email ouvert,,Mumbai,Finance Management,Fermé,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9808778625529597,1
49,634758,API,Google,,,Non,Non,,0,2.0,889,2.0,Email ouvert,Modifié,India,,,Intéressé par d'autres cours,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.10245275875086031,0
50,625850,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1023,1.33,Email ouvert,Modifié,India,Autres villes,Marketing Management,Perdu au profit d'un concurrent,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9619466111248779,1
51,614071,API,Olark Chat,Autre leads,Pas sur,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Finance Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.012102286689215865,0
52,586820,Soumission landing page,Direct Traffic,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,2.0,351,2.0,Email ouvert,Modifié,India,Mumbai,"Banking, Investment And Insurance",Déjà un étudiant,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.011372811371261095,0
53,643215,API,Google,Select,,Non,Non,Sans emploi,1,3.0,1213,1.5,Email ouvert,Email ouvert,India,Select,Select,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.4383145954420331,0
54,626333,Soumission landing page,Google,Etudiant d'une certaine école,Pas du tout pertinent,Non,Non,Sans emploi,0,6.0,1904,6.0,Email ouvert,Email ouvert,India,Mumbai,International Business,Déjà un étudiant,,,,,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.08710511501808182,0
55,585266,Soumission landing page,Direct Traffic,Select,Pas du tout pertinent,Oui,Non,Sans emploi,0,2.0,131,2.0,SMS envoyé,SMS envoyé,India,Villes de niveau II,Travel and Tourism,Numéro invalide,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.09568825522390027,0
56,630701,API,Organic Search,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,8.0,58,2.67,Email ouvert,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,13.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.01089512747963144,0
57,583118,API,Olark Chat,Lead potentiel,Pas sur,Non,Non,Sans emploi,0,0.0,0,0.0,Email ouvert,Email ouvert,,Select,Select,Diplôme en cours,Faible,Moyen,12.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.10675471318209225,0
58,630695,Soumission landing page,Google,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,6.0,1234,2.0,Email ouvert,Email ouvert,India,Autres villes,Human Resource Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.9774259821439487,1
59,601352,API,Direct Traffic,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,5.0,35,1.25,Email ouvert,Email ouvert,,Autres villes,Select,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.8923988813647092,1
60,603626,API,Google,,,Non,Non,,0,3.0,362,1.5,Email ouvert,Modifié,unknown,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.056544757079446,0
61,616130,API,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,3.0,1490,3.0,SMS envoyé,SMS envoyé,India,Select,Select,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9890793399099833,1
62,582730,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.2176401027400519,0
63,591832,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.2176401027400519,0
64,598730,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,3.0,338,3.0,Email ouvert,Email ouvert,India,Mumbai,Human Resource Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Sources diverses,Non,Non,Non,Non,Non,0.016656990316246595,0
65,590668,Soumission landing page,Google,Select,,Non,Non,Sans emploi,1,5.0,1280,5.0,SMS envoyé,SMS envoyé,India,Mumbai,IT Projects Management,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.7584940757872152,1
66,635794,API,Olark Chat,,,Non,Non,,1,11.0,788,1.57,Email ouvert,Email ouvert,India,Autres villes,Healthcare Management,,Elevé,Faible,16.0,11.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.41167564030579507,0
67,637839,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Conversation Chat,Conversation Chat,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.03331129549555478,0
68,621746,API,Organic Search,Select,,Non,Non,Sans emploi,0,3.0,206,1.5,Converti en lead,Modifié,India,Select,Select,Appelé,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.012409984445660348,0
69,607643,Soumission landing page,Organic Search,,,Non,Non,,0,7.0,1087,7.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Operations Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.7584940757872152,1
70,597646,Soumission landing page,Direct Traffic,,,Oui,Non,,0,1.0,384,1.0,Email rejeté,Modifié,India,Mumbai,Human Resource Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.023148664491929302,0
71,626897,Soumission landing page,Direct Traffic,,,Non,Non,,0,5.0,1417,5.0,Email ouvert,Email ouvert,India,Mumbai,Finance Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.4259747859162796,0
72,627833,Soumission landing page,Direct Traffic,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,4.0,1495,4.0,Email ouvert,Email ouvert,India,Mumbai,Marketing Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.978525722662113,1
73,599452,Formulaire Lead Add,Reference,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,,1796,,,Modifié,,Mumbai,Finance Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9772635852803582,1
74,596425,API,Organic Search,Select,Pas sur,Non,Non,Sans emploi,1,3.0,1508,3.0,SMS envoyé,SMS envoyé,India,Select,Select,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.1448677033409084,0
75,589162,Soumission landing page,Google,Select,Pas du tout pertinent,Non,Non,Sans emploi,0,3.0,239,3.0,Email ouvert,Email ouvert,India,Mumbai,Media and Advertising,Intéressé par un MBA full-time,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.011156459794803779,0
76,628225,API,Organic Search,,,Non,Non,,0,6.0,211,6.0,Page visitée sur le site,Page visitée sur le site,India,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.03369689691975892,0
77,592664,API,Google,Select,,Non,Non,Sans emploi,0,2.0,291,1.0,Email ouvert,Email ouvert,India,Select,Select,,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.05486077434703448,0
78,627438,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,5.0,576,5.0,SMS envoyé,SMS envoyé,India,Autres villes de Maharashtra,IT Projects Management,Occupé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.10371275789938782,0
79,630437,API,Olark Chat,Select,,Non,Non,Sans emploi,1,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.7363844924765136,1
80,660361,API,Referral Sites,Select,Peu pertinent,Non,Non,Sans emploi,0,4.0,223,2.0,Page visitée sur le site,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,15.0,13.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.014913075124780897,0
81,582193,API,Olark Chat,Lead potentiel,,Non,Non,Sans emploi,0,0.0,0,0.0,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.053739007013530404,0
82,610383,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,3.0,952,3.0,SMS envoyé,SMS envoyé,United States,Mumbai,Finance Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.08193558381998231,0
83,601227,API,Organic Search,Select,,Non,Non,Sans emploi,1,12.0,249,1.71,Email ouvert,Email ouvert,India,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.048640773085373235,0
84,593083,Soumission landing page,Direct Traffic,Select,Pas sur,Non,Non,Sans emploi,0,3.0,979,1.5,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Operations Management,Mauvais numéro,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.7183663493584995,1
85,609372,Soumission landing page,Direct Traffic,,,Non,Non,,1,4.0,1445,4.0,SMS envoyé,SMS envoyé,India,Mumbai,Healthcare Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.7491629190231026,1
86,656875,API,Google,Select,,Non,Non,Sans emploi,0,3.0,445,3.0,A cliqué sur le lien dans le mail,Modifié,India,Select,Select,Appelé,Faible,Moyen,12.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.02355172321352417,0
87,591423,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,,,,,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.1518815937442571,0
88,629507,API,Google,Select,,Non,Non,Sans emploi,1,2.0,777,1.0,SMS envoyé,SMS envoyé,India,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.7570525414592622,1
